ID,Title,Author(s),Source,Journal,Language(s),Publication year,Fulltext URL 
"S1678-69712016000600191-scl","Family agro-industry clusters from the social innovation perspective","PATIAS, TIAGO ZARDIN, BOBSIN, DEBORA, GOMES, CLANDIA MAFFINI, LISZBINSKI, BIANCA BIGOLIN, DAMKE, LUANA INES","RAM. Revista de Administração Mackenzie; 17(6); 191-215","RAM. Revista de Administração Mackenzie","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712016000600191&lang=pt" 
"S1678-69712016000600020-scl","SOCIAL INNOVATION: TOWARDS A NEW INNOVATION PARADIGM","HOWALDT, JÜRGEN, DOMANSKI, DMITRI, KALETKA, CHRISTOPH","RAM. Revista de Administração Mackenzie; 17(6); 20-44","RAM. Revista de Administração Mackenzie","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712016000600020&lang=pt" 
"S0103-37862016000300309-scl","Social network analysis as a strategy for monitoring the dissemination of information between hospitals","CUNHA, Francisco José Aragão Pedroza, RIBEIRO, Núbia Moura, MONTEIRO, Roberto Luiz Souza, PEREIRA, Hernane Borges de Barros","Transinformação; 28(3); 309-322","Transinformação","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016000300309&lang=pt" 
"S0034-75902016000500547-scl","THE STATE OF RESEARCH ON CLEANER PRODUCTION IN BRAZIL","OLIVEIRA NETO, GERALDO CARDOSO, SHIBAO, FÁBIO YTOSHI, GODINHO FILHO, MOACIR","Revista de Administração de Empresas; 56(5); 547-577","Revista de Administração de Empresas","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902016000500547&lang=pt" 
"S1413-99362016000300134-scl","Redes sociais informais e difusão do conhecimento: uma proposta de modelagem em um ambiente de desenvolvimento de projetos de software.","Santos, Jorge Luiz dos, Sampaio, Renelson Ribeiro","Perspectivas em Ciência da Informação; 21(3); 134-164","Perspectivas em Ciência da Informação","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-99362016000300134&lang=pt" 
"S1982-61252016000200233-scl","Nível de engagement dos fãs das Termas do Centro de Portugal no Facebook","Torres, Maria Filomena, García, José Álvarez, Rama, María de la Cruz Del Río, Santos, Barbara Coutinho Pires dos","Revista Brasileira de Pesquisa em Turismo; 10(2); 233-253","Revista Brasileira de Pesquisa em Turismo","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-61252016000200233&lang=pt" 
"S0103-37862016000200173-scl","Use of social network to support visually impaired people: A Facebook case study","Caran, Gustavo Miranda, Santini, Rose Marie, Biolchini, Jorge Calmon de Almeida","Transinformação; 28(2); 173-180","Transinformação","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016000200173&lang=pt" 
"S0103-37862016000200127-scl","Uso de ferramentas Web 2.0 pelos periódicos ibero-americanos indexados no Web of Science e Scopus","Neubert, Patrícia da Silva, Rodrigues, Rosângela Schwarz, Fachin, Gleisy Regina Bories","Transinformação; 28(2); 127-141","Transinformação","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016000200127&lang=pt" 
"S1809-58442016000200147-scl","Blogs como canais alternativos de comunicação para o renascimento do parto","Luz, Lia Hecker, Gico, Vânia de Vasconcelos","Intercom: Revista Brasileira de Ciências da Comunicação; 39(2); 147-160","Intercom: Revista Brasileira de Ciências da Comunicação","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-58442016000200147&lang=pt" 
"S2176-66812016000200356-scl","O uso do celular por estudantes na escola: motivos e desdobramentos","Nagumo, Estevon, Teles, Lucio França","Revista Brasileira de Estudos Pedagógicos; 97(246); 356-371","Revista Brasileira de Estudos Pedagógicos","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2176-66812016000200356&lang=pt" 
"S1679-39512016000700593-scl","O papel dos atores na formulação e implementação de políticas públicas: dinâmicas, conflitos e interesses no Programa Mais Médicos","Macedo, Alex dos Santos, Alcântara, Valderí de Castro, Andrade, Luís Fernando Silva, Ferreira, Patrícia Aparecida","Cadernos EBAPE.BR; 14(spe); 593-618","Cadernos EBAPE.BR","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-39512016000700593&lang=pt" 
"S1519-70772016000100055-scl","The Relationship Between Board Interlocking and Income Smoothing Practices","Ribeiro, Flávio, Colauto, Romualdo Douglas","Revista Contabilidade &amp; Finanças; 27(70); 55-66","Revista Contabilidade &amp; Finanças","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-70772016000100055&lang=pt" 
"S1809-58442016000100073-scl","Los mensajes personalizados en los perfiles de las organizaciones en España","García Carballo, Carlos","Intercom: Revista Brasileira de Ciências da Comunicação; 39(1); 73-89","Intercom: Revista Brasileira de Ciências da Comunicação","Inglês, Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-58442016000100073&lang=pt" 
"S0104-62762016000100028-scl","Estruturas de poder nas redes de financiamento político nas eleições de 2010 no Brasil","Horochovski, Rodrigo Rossi, Junckes, Ivan Jairo, Silva, Edson Armando, Silva, Joseli Maria, Camargo, Neilor Fermino","Opinião Pública; 22(1); 28-55","Opinião Pública","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762016000100028&lang=pt" 
"S0104-62762016000100167-scl","Sistemas deliberativos em perspectiva meso: a abordagem dos subsistemas aplicada aos conselhos de políticas públicas em Belo Horizonte","Silva, Eduardo Moreira da, Ribeiro, Antonio Carlos Andrade","Opinião Pública; 22(1); 167-194","Opinião Pública","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762016000100167&lang=pt" 
"S1517-45222016000100216-scl","A Sociologia Digital: um desafio para o século XXI","Nascimento, Leonardo Fernandes","Sociologias; 18(41); 216-241","Sociologias","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-45222016000100216&lang=pt" 
"S0103-166X2016000100083-scl","Relações entre produtividade acadêmica e redes sociais entre pesquisadores da Ciência Psicológica","NEIVA, Elaine Rabelo, FUSSI, Carolina Carvalho, CORRADI, Ariane Agnes","Estudos de Psicologia (Campinas); 33(1); 83-94","Estudos de Psicologia (Campinas)","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-166X2016000100083&lang=pt" 
"S0103-166X2016000100173-scl","Práticas de leitura e compreensão de texto no 6º e 7º anos do ensino fundamental","BAPTISTA, Rubem Muniz, JUNIOR, Pedro Viana de FREITAS, PEÇANHA, Adriana Penha, SOARES, Adriana Benevides, METTRAU, Marsyl Bulkool, MOTA, Márcia Maria Peruzzi Elia da","Estudos de Psicologia (Campinas); 33(1); 173-182","Estudos de Psicologia (Campinas)","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-166X2016000100173&lang=pt" 
"S1517-97022016000100165-scl","Escrita de micronarrativas biográficas de viajantes luso-brasileiros: aproximações entre história das ciências no Brasil e ensino","Pataca, Ermelinda Moutinho, Oliveira, Cristiane Borges de","Educação e Pesquisa; 42(1); 165-180","Educação e Pesquisa","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022016000100165&lang=pt" 
"S1518-70122016000100110-scl","O Português Centro Histórico de São Francisco do Sul (BR): um atributo para o turismo cultural","Rossini, Diva de Mello, Tricárico, Luciano Torres, Tomelin, Carlos Alberto","Interações (Campo Grande); 17(1); 110-125","Interações (Campo Grande)","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1518-70122016000100110&lang=pt" 
"S0102-37722016000100199-scl","Representação social da indisciplina escolar","Ferreira, Adriano Charles, Santos, Edvanderson Ramalho dos, Rosso, Ademir José","Psicologia: Teoria e Pesquisa; 32(1); 199-208","Psicologia: Teoria e Pesquisa","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-37722016000100199&lang=pt" 
"S1678-69712016000100015-scl","CAPITAL SOCIAL DO CONSELHO DE ADMINISTRAÇÃO E DESEMPENHO DE EMPRESAS DE CAPITAL ABERTO BRASILEIRAS","ARANHA, CEZAR EDUARDO, ROSSONI, LUCIANO, MENDES-DA-SILVA, WESLEY","RAM. Revista de Administração Mackenzie; 17(1); 15-39","RAM. Revista de Administração Mackenzie","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712016000100015&lang=pt" 
"S0103-37862015000300189-scl","Influência da ambiguidade de nomes na centralidade de redes de coautoria","BARBASTEFANO, Rafael Garcia, SOUZA, Cristina, COSTA, Juliana Maria de Sousa, TEIXEIRA, Patrícia Mattos","Transinformação; 27(3); 189-198","Transinformação","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862015000300189&lang=pt" 
"S0080-21072015000400432-scl","Estrutura social e criação de empresas","Vale, Gláucia Maria Vasconcelos, Corrêa, Victor Silva","Revista de Administração (São Paulo); 50(4); 432-446","Revista de Administração (São Paulo)","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-21072015000400432&lang=pt" 
"S0104-12902015000401232-scl","Cadeias produtivas e a vigilância em saúde, trabalho e ambiente","Leão, Luís Henrique da Costa, Vasconcellos, Luiz Carlos Fadel de","Saúde e Sociedade; 24(4); 1232-1243","Saúde e Sociedade","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-12902015000401232&lang=pt" 
"S1519-70772015000300317-scl","Assimetria Informacional e o Preço das Ações: Análise da Utilização das Redes Sociais nos Mercados de Capitais Brasileiro e Norte-americano","Arruda, Marcelo Paulo de, Girão, Luiz Felipe de Araújo Pontes, Lucena, Wenner Glaucio Lopes","Revista Contabilidade &amp; Finanças; 26(69); 317-330","Revista Contabilidade &amp; Finanças","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-70772015000300317&lang=pt" 
"S1982-25532015000200162-scl","#Rolezinhos: Análise de redes sociais e construção de sentidos no discurso de tuiteiros acerca do #Protestodos Pintas em Natal (RN)","Coelho, Maria das Graças Pinto, Lemos, Daniel Dantas","Galáxia (São Paulo); (30); 162-177","Galáxia (São Paulo)","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-25532015000200162&lang=pt" 
"S0103-73312015000300819-scl","Análise de Redes Sociais e práticas avaliativas: desafios à vista","Gomide, Márcia, Schütz, Gabriel Eduardo","Physis: Revista de Saúde Coletiva; 25(3); 819-842","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312015000300819&lang=pt" 
"S1984-92302015000300367-scl","As Redes Intraorganizacionais são Inclusivas? Utopia e Testes","Kirschbaum, Charles","Organizações &amp; Sociedade; 22(74); 367-384","Organizações &amp; Sociedade","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-92302015000300367&lang=pt" 
"S1807-17752015000200415-scl","USABILIDADE E PREFERÊNCIA DE USO NA REDE SOCIALFACEBOOK: UMA ANÁLISE NETNOGRÁFICA DO SUSUÁRIOS TECNOLÓGICOS","Ferreira, Naiara Silva, Arruda Filho, Emílio José Montero","JISTEM - Journal of Information Systems and Technology Management; 12(2); 415-434","JISTEM - Journal of Information Systems and Technology Management","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-17752015000200415&lang=pt" 
"S0104-83332015000100199-scl","Feminisms on the web: lines and forms of action in contemporary feminist debate*","Ferreira, Carolina Branco de Castro","Cadernos Pagu; (44); 199-228","Cadernos Pagu","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-83332015000100199&lang=pt" 
"S1518-70122015000100007-scl","Redes sociais de produtores de mandioca em regiões do estado de São Paulo","Pigatto, Giuliana Aparecida Santini, Queiroz, Timóteo Ramos, Lourenzani, Ana Elisa Bressan Smith","Interações (Campo Grande); 16(1); 75-86","Interações (Campo Grande)","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1518-70122015000100007&lang=pt" 
"S0103-73312015000200443-scl","Organização do serviço e análise de redes sociais: estudo de caso na Vigilância em Saúde Ambiental","Lino, Carina Rodrigues Garcia, Gomide, Márcia","Physis: Revista de Saúde Coletiva; 25(2); 443-465","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312015000200443&lang=pt" 
"S0103-37862015000100059-scl","Indicadores de circulação do acervo na Biblioteca Comunitária da Universidade Federal de São Carlos","Ninin, Débora Marroco, Amaral, Roniberto Morato do, Milanez, Douglas Henrique, Faria, Leandro Innocentini Lopes de","Transinformação; 27(1); 59-71","Transinformação","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862015000100059&lang=pt" 
"S0103-863X2015000100125-scl","The Significant Social Networks of Women Who Have Resided in Shelters","Krenkel, Scheila, Moré, Carmen Leontina Ojeda Ocampo, Motta, Cibele Cunha Lima da","Paidéia (Ribeirão Preto); 25(60); 125-133","Paidéia (Ribeirão Preto)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-863X2015000100125&lang=pt" 
"S0104-40362015000100013-scl","Os vinte anos da Revista Ensaio analisados por meio de Redes Sociais","Chrispino, Alvaro, Albuquerque, Marcia Bengio, Coutinho da Silva, Patricia Borges","Ensaio: Avaliação e Políticas Públicas em Educação; 23(86); 13-35","Ensaio: Avaliação e Políticas Públicas em Educação","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-40362015000100013&lang=pt" 
"S1678-69712015000100062-scl","REDES SOCIAIS EMPREENDEDORAS PARA OBTENÇÃO DE RECURSOS E LEGITIMAÇÃO ORGANIZACIONAL: ESTUDO DE CASOS MÚLTIPLOS COM EMPREENDEDORES SOCIAIS","CORRÊA, RÚBIA OLIVEIRA, TEIXEIRA, RIVANDA MEIRA","RAM. Revista de Administração Mackenzie; 16(1); 62-95","RAM. Revista de Administração Mackenzie","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712015000100062&lang=pt" 
"S1678-69712014000600017-scl","INSTITUTIONAL WORK E CONHECIMENTO EM REDES INTERORGANIZACIONAIS: UMA PROPOSTA PARA INVESTIGAR APLs","JACOMETTI, MÁRCIO, GONÇALVES, SANDRO APARECIDO, CASTRO, MARCOS DE","RAM. Revista de Administração Mackenzie; 15(6); 17-47","RAM. Revista de Administração Mackenzie","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712014000600017&lang=pt" 
"S2237-101X2014000200389-scl","Elites regionais, guerra e compadrio: a família Ribeiro de Almeida e suas redes de relações (Rio Grande do Sul, c. 1816 - c. 1844)","Farinatti, Luís Augusto Ebling, Vargas, Jonas Moreira","Topoi (Rio de Janeiro); 15(29); 389-413","Topoi (Rio de Janeiro)","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-101X2014000200389&lang=pt" 
"S1413-23112014000300681-scl","OS USOS DO FACEBOOK NAS MANIFESTAÇÕES DOS SIMBOLISMOS ORGANIZACIONAIS","Donna, Camila Uliana, Silva, Alfredo Rodrigues Leite da","REAd. Revista Eletrônica de Administração (Porto Alegre); 20(3); 681-712","REAd. Revista Eletrônica de Administração (Porto Alegre)","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-23112014000300681&lang=pt" 
"S1415-65552014000700109-scl","Two Decades of Research on Strategic Alliances: Analysis of Citations, Co-citations and Themes Researched","Ferreira, Manuel Portugal, Storopoli, José Eduardo, Serra, Fernando Ribeiro","Revista de Administração Contemporânea; 18(spe); 109-133","Revista de Administração Contemporânea","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552014000700109&lang=pt" 
"S0011-52582014000400935-scl","As Teias que a Doença Tece: A Análise das Redes Sociais no Cuidado da Doença Mental","Portugal, Sílvia, Nogueira, Cláudia, Hespanha, Pedro","Dados; 57(4); 935-968","Dados","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0011-52582014000400935&lang=pt" 
"S1414-40772014000300012-scl","Conhecimento em educação: um olhar desde o estudo sobre redes de pesquisa e colaboração ou os sapatos da educação","Leite, Denise","Avaliação: Revista da Avaliação da Educação Superior (Campinas); 19(3); 773-788","Avaliação: Revista da Avaliação da Educação Superior (Campinas)","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-40772014000300012&lang=pt" 
"S1413-24782014000800008-scl","Papéis sociais no ensino médio: uma análise baseada na teoria das redes","Carbonai, Davide, Colvero, Ronaldo Bernardino","Revista Brasileira de Educação; 19(58); 671-689","Revista Brasileira de Educação","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-24782014000800008&lang=pt" 
"S0104-40602014000300010-scl","A pesquisa participante e a intervenção comunitária no cotidiano do Pibid/CAPES","Freitas, Maria de Fatima Quintal de","Educar em Revista; (53); 149-167","Educar em Revista","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-40602014000300010&lang=pt" 
"S0101-73302014000300741-scl","Segregação residencial e discriminação na área metropolitana de Lisboa: o olhar das crianças","Carvalho, Maria João Leote de","Educação &amp; Sociedade; 35(128); 741-760","Educação &amp; Sociedade","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302014000300741&lang=pt" 
"S1984-92302014000200003-scl","Processo inovativo e indicadores estruturais: posição dos atores e trajetória tecnológica na rede de carcinicultura potiguar","Freire, Ayalla Cândido, Baldi, Mariana","Organizações &amp; Sociedade; 21(69); 235-254","Organizações &amp; Sociedade","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-92302014000200003&lang=pt" 
"S1678-69712014000300008-scl","Embeddedness estrutural e espacial em redes estratégicas: efeitos atitudinais no nível das díades","Maciel, Cristiano de Oliveira, Taffarel, Marinês, Camargo, Camila","RAM. Revista de Administração Mackenzie; 15(3); 166-190","RAM. Revista de Administração Mackenzie","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712014000300008&lang=pt" 
"S0104-83332014000100201-scl","Diferenças e desigualdades negociadas: raça, sexualidade e gênero em produções acadêmicas recentes","Moutinho, Laura","Cadernos Pagu; (42); 201-248","Cadernos Pagu","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-83332014000100201&lang=pt" 
"S0103-37862014000100004-scl","Elements of social representation theory incollaborative tagging systems","Marchiori, Patricia Zeni, Appel, Andre Luiz, Bettoni, Eduardo Michellotti, Tsunoda, Denise Fukumi, Alcântara, Frank Coelho de","Transinformação; 26(1); 27-37","Transinformação","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862014000100004&lang=pt" 
"S0104-12902014000100042-scl","Pedrinho, religiosidade e prostituição: os agenciamentos de um ser ambivalente","Bardi, Giovanna, Malfitano, Ana Paula Serrata","Saúde e Sociedade; 23(1); 42-53","Saúde e Sociedade","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-12902014000100042&lang=pt" 
"S1413-294X2014000100007-scl","Funções do agente comunitário de saúde no trabalho com redes sociais","Pinheiro, Ricardo Lana, Guanaes-Lorenzi, Carla","Estudos de Psicologia (Natal); 19(1); 48-57","Estudos de Psicologia (Natal)","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-294X2014000100007&lang=pt" 
"S1414-40772014000100014-scl","Avaliação de redes de pesquisa e colaboração","Leite, Denise, Caregnato, Célia Elizabete, Lima, Elizeth Gonzaga dos Santos, Pinho, Isabel, Miorando, Bernardo Sfredo, Silveira, Priscila Bier da","Avaliação: Revista da Avaliação da Educação Superior (Campinas); 19(1); 291-312","Avaliação: Revista da Avaliação da Educação Superior (Campinas)","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-40772014000100014&lang=pt" 
"S1678-69712014000100009-scl","Agência e redes mundos pequenos: uma análise multinível da produtividade acadêmica","Rossoni, Luciano","RAM. Revista de Administração Mackenzie; 15(1); 200-235","RAM. Revista de Administração Mackenzie","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712014000100009&lang=pt" 
"S1413-23112013000300009-scl","Posicionamento estratégico de MPE&#039;S com base na inovação através do modelo Hélice Tríplice","Schreiber, Dusan, Bessi, Vânia Gisele, Puffal, Daniel Pedro, Tondolo, Vilmar Antônio Gonçalves","REAd. Revista Eletrônica de Administração (Porto Alegre); 19(3); 767-795","REAd. Revista Eletrônica de Administração (Porto Alegre)","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-23112013000300009&lang=pt" 
"S1413-294X2013000400012-scl","Rede de apoio social de pacientes com diagnóstico de esquizofrenia: estudo exploratório","Macêdo, Tereza Efigênia Pessoa Morano, Fernandes, Cibelle Antunes, Costa, Ileno Silva da","Estudos de Psicologia (Natal); 18(4); 639-647","Estudos de Psicologia (Natal)","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-294X2013000400012&lang=pt" 
"S0103-37862013000300007-scl","Redes sociais de dois modos: aspectos conceituais","Tomaél, Maria Inês, Marteleto, Regina Maria","Transinformação; 25(3); 245-253","Transinformação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862013000300007&lang=pt" 
"S1809-58442013000200013-scl","Apontamentos sobre o crescimento do Carnaval de rua no Rio de Janeiro no início do século 21","Herschmann, Micael","Intercom: Revista Brasileira de Ciências da Comunicação; 36(2); 267-289","Intercom: Revista Brasileira de Ciências da Comunicação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-58442013000200013&lang=pt" 
"S1415-65552013000600007-scl","Rede de pesquisadores de finanças no Brasil: um mundo pequeno feito por poucos","Mendes-da-Silva, Wesley, Onusic, Luciana Massaro, Giglio, Ernesto Michelangelo","Revista de Administração Contemporânea; 17(6); 739-763","Revista de Administração Contemporânea","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552013000600007&lang=pt" 
"S1984-02922013000300015-scl","Novas tecnologias de vigilância e a gestão de violências","Bonamigo, Irme Salete","Fractal: Revista de Psicologia; 25(3); 659-674","Fractal: Revista de Psicologia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922013000300015&lang=pt" 
"S1809-98232013000400821-scl","Grupos de convivência como suporte ao idoso na melhoria da saúde","Wichmann, Francisca Maria Assmann, Couto, Analie Nunes, Areosa, Silvia Virgínia Coutinho, Montañés, Maria Concepción Menéndez","Revista Brasileira de Geriatria e Gerontologia; 16(4); 821-832","Revista Brasileira de Geriatria e Gerontologia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-98232013000400821&lang=pt" 
"S0102-69092013000300012-scl","Análise de redes sociais, classes sociais e marxismo","Minella, Ary Cesar","Revista Brasileira de Ciências Sociais; 28(83); 185-194","Revista Brasileira de Ciências Sociais","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092013000300012&lang=pt" 
"S1413-99362013000300006-scl","Impactos dos nomes nas propriedades de redes sociais: um estudo em rede de coautoria sobre sustentabilidade","Barbastefano, Rafael Garcia, Souza, Cristina, Costa, Juliana de Sousa, Teixeira, Patrícia Mattos","Perspectivas em Ciência da Informação; 18(3); 78-95","Perspectivas em Ciência da Informação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-99362013000300006&lang=pt" 
"S1414-40772013000200009-scl","Tecnologias da informação e comunicação no ensino: um estudo bibliométrico e sociométrico de 1997-2011","Bach, Tatiana Marceda, Domingues, Maria José Carvalho de Souza, Walter, Silvana Anita","Avaliação: Revista da Avaliação da Educação Superior (Campinas); 18(2); 393-416","Avaliação: Revista da Avaliação da Educação Superior (Campinas)","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-40772013000200009&lang=pt" 
"S1415-65552013000300006-scl","Characteristics and performance of knowledge networks in the biotechnology sector","Machado, Diego de Queiroz, Ipiranga, Ana Silvia Rocha","Revista de Administração Contemporânea; 17(3); 350-367","Revista de Administração Contemporânea","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552013000300006&lang=pt" 
"S0102-69922013000100008-scl","Ecologia política e processos de territorialização","Miranda, Roberto de Sousa","Sociedade e Estado; 28(1); 142-161","Sociedade e Estado","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69922013000100008&lang=pt" 
"S1413-23112013000100007-scl","Inserção de pesquisadores entrantes na área de estratégia: análise das relações de autoria e temas estudados no período de 1997-2010","Walter, Silvana Anita, Bach, Tatiana Marceda","REAd. Revista Eletrônica de Administração (Porto Alegre); 19(1); 165-191","REAd. Revista Eletrônica de Administração (Porto Alegre)","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-23112013000100007&lang=pt" 
"S1413-73722013000100012-scl","Fontes de apoio social a idosos portadores de doença pulmonar obstrutiva crônica","Andrade, Danyelle Almeida de, Eulálio, Maria do Carmo, Melo, Rômulo Lustosa Pimenteira de","Psicologia em Estudo; 18(1); 115-123","Psicologia em Estudo","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-73722013000100012&lang=pt" 
"S1984-92302013000100006-scl","Classificação dos laços entre gestores e Stakeholders na rede dos pontos de cultura no grande Recife","Melo, Paulo Thiago Nunes Bezerra de, Régis, Helder Pontes","Organizações &amp; Sociedade; 20(64); 75-96","Organizações &amp; Sociedade","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-92302013000100006&lang=pt" 
"S0102-79722013000300016-scl","Redes sociais significativas de mulheres com transtornos alimentares","Leonidas, Carolina, Santos, Manoel Antônio dos","Psicologia: Reflexão e Crítica; 26(3); 561-571","Psicologia: Reflexão e Crítica","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722013000300016&lang=pt" 
"S2237-101X2012000200168-scl","A carreira transimperial de don Manuel Cipriano de Melo no rio da Prata do século XVIII","Prado, Fabrício","Topoi (Rio de Janeiro); 13(25); 168-174","Topoi (Rio de Janeiro)","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-101X2012000200168&lang=pt" 
"S0102-01882012000200003-scl","Espaços industriais e comunidades operárias: o caso de estudo português e a tradição historiográfica europeia","Pereira, Joana Vidal de Azevedo Dias","Revista Brasileira de História; 32(64); 27-44","Revista Brasileira de História","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-01882012000200003&lang=pt" 
"S0103-20702012000200012-scl","&quot;Raça&quot; e pobreza em contextos metropolitanos","Lima, Márcia","Tempo Social; 24(2); 233-254","Tempo Social","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20702012000200012&lang=pt" 
"S1413-99362012000300009-scl","Preconceito social na Internet: a reprodução de preconceitos e desigualdades sociais a partir da análise de sites de redes sociais","Cruz, Ruleandson do Carmo","Perspectivas em Ciência da Informação; 17(3); 121-136","Perspectivas em Ciência da Informação","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-99362012000300009&lang=pt" 
"S0103-20032012000300009-scl","O consumo de queijo como referência para a análise do mercado de qualidade do produto","Chalita, Marie Anne Najm","Revista de Economia e Sociologia Rural; 50(3); 545-562","Revista de Economia e Sociologia Rural","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20032012000300009&lang=pt" 
